"module": executable file not found in $PATH
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 70423ms | tok/sec: 7,444 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,269 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442315 | lrm: 1.00 | dt: 319ms | tok/sec: 1,646,060 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971719 | lrm: 1.00 | dt: 341ms | tok/sec: 1,537,264 | mfu: 37.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578760 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,688 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248846 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,424 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998084 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,622 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787079 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,214 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.606994 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,782 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455153 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,707 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325382 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,127 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217079 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,764 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120709 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,664 | mfu: 38.1% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034846 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,906 | mfu: 38.5% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962715 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,791 | mfu: 39.0% | epoch: 1 | remaining: 299s    
step 00305 (32.0%) | loss: 3.186709 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,595 | mfu: 38.7% | epoch: 1 | remaining: 204s    
step 00306 (32.1%) | loss: 3.182773 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,492 | mfu: 38.8% | epoch: 1 | remaining: 203s    
step 00307 (32.3%) | loss: 3.177358 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,705 | mfu: 38.5% | epoch: 1 | remaining: 203s    
step 00308 (32.4%) | loss: 3.175091 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,223 | mfu: 38.7% | epoch: 1 | remaining: 203s    
step 00309 (32.5%) | loss: 3.172092 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,084 | mfu: 38.7% | epoch: 1 | remaining: 202s    
step 00310 (32.6%) | loss: 3.173708 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,333 | mfu: 39.0% | epoch: 1 | remaining: 202s    
step 00311 (32.7%) | loss: 3.174948 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,229 | mfu: 38.6% | epoch: 1 | remaining: 202s    
step 00312 (32.8%) | loss: 3.174629 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,462 | mfu: 38.8% | epoch: 1 | remaining: 201s    
step 00313 (32.9%) | loss: 3.173055 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,610 | mfu: 38.8% | epoch: 1 | remaining: 201s    
step 00314 (33.0%) | loss: 3.168315 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,260 | mfu: 38.5% | epoch: 1 | remaining: 201s    
step 00315 (33.1%) | loss: 3.166249 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,188 | mfu: 38.9% | epoch: 1 | remaining: 200s    
step 00316 (33.2%) | loss: 3.167971 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,217 | mfu: 38.9% | epoch: 1 | remaining: 200s    
step 00317 (33.3%) | loss: 3.163431 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,813 | mfu: 38.7% | epoch: 1 | remaining: 200s    
step 00318 (33.5%) | loss: 3.160887 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,958 | mfu: 38.8% | epoch: 1 | remaining: 199s    
step 00319 (33.6%) | loss: 3.161831 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,264 | mfu: 39.0% | epoch: 1 | remaining: 199s    
step 00320 (33.7%) | loss: 3.160968 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,540 | mfu: 39.0% | epoch: 1 | remaining: 199s    
step 00321 (33.8%) | loss: 3.165605 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,340 | mfu: 38.6% | epoch: 1 | remaining: 198s    
step 00322 (33.9%) | loss: 3.162307 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,178 | mfu: 39.0% | epoch: 1 | remaining: 198s    
step 00323 (34.0%) | loss: 3.158721 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,638 | mfu: 39.4% | epoch: 1 | remaining: 198s    
step 00324 (34.1%) | loss: 3.158071 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,305 | mfu: 38.8% | epoch: 1 | remaining: 197s    
step 00325 (34.2%) | loss: 3.155856 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,152 | mfu: 38.4% | epoch: 1 | remaining: 197s    
step 00326 (34.3%) | loss: 3.159295 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,550 | mfu: 38.9% | epoch: 1 | remaining: 197s    
step 00327 (34.4%) | loss: 3.163063 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,948 | mfu: 38.9% | epoch: 1 | remaining: 196s    
step 00328 (34.5%) | loss: 3.157658 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,249 | mfu: 38.5% | epoch: 1 | remaining: 196s    
step 00329 (34.6%) | loss: 3.159096 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,554 | mfu: 38.9% | epoch: 1 | remaining: 196s    
step 00330 (34.8%) | loss: 3.156312 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,604 | mfu: 38.8% | epoch: 1 | remaining: 195s    
step 00331 (34.9%) | loss: 3.157805 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,397 | mfu: 38.8% | epoch: 1 | remaining: 195s    
step 00332 (35.0%) | loss: 3.155579 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,212 | mfu: 39.1% | epoch: 1 | remaining: 195s    
step 00333 (35.1%) | loss: 3.153523 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,495 | mfu: 39.1% | epoch: 1 | remaining: 194s    
step 00334 (35.2%) | loss: 3.152467 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,883 | mfu: 38.4% | epoch: 1 | remaining: 194s    
step 00335 (35.3%) | loss: 3.150395 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,535 | mfu: 38.9% | epoch: 1 | remaining: 194s    
step 00336 (35.4%) | loss: 3.152373 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,845 | mfu: 39.0% | epoch: 1 | remaining: 193s    
step 00337 (35.5%) | loss: 3.156227 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,817 | mfu: 38.6% | epoch: 1 | remaining: 193s    
step 00338 (35.6%) | loss: 3.153580 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,673 | mfu: 38.8% | epoch: 1 | remaining: 193s    
step 00339 (35.7%) | loss: 3.153567 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,931 | mfu: 39.1% | epoch: 1 | remaining: 192s    
step 00340 (35.8%) | loss: 3.155506 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,165 | mfu: 38.9% | epoch: 1 | remaining: 192s    
step 00341 (36.0%) | loss: 3.159009 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,838 | mfu: 38.7% | epoch: 1 | remaining: 192s    
step 00342 (36.1%) | loss: 3.159292 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,567 | mfu: 38.8% | epoch: 1 | remaining: 191s    
step 00343 (36.2%) | loss: 3.154650 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,708 | mfu: 39.0% | epoch: 1 | remaining: 191s    
step 00344 (36.3%) | loss: 3.153857 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,703 | mfu: 38.7% | epoch: 1 | remaining: 191s    
step 00345 (36.4%) | loss: 3.158185 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,606 | mfu: 39.0% | epoch: 1 | remaining: 191s    
step 00346 (36.5%) | loss: 3.153668 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,492 | mfu: 38.9% | epoch: 1 | remaining: 190s    
step 00347 (36.6%) | loss: 3.148450 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,983 | mfu: 38.5% | epoch: 1 | remaining: 190s    
step 00348 (36.7%) | loss: 3.145776 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,103 | mfu: 38.8% | epoch: 1 | remaining: 190s    
step 00349 (36.8%) | loss: 3.145277 | lrm: 1.00 | dt: 863ms | tok/sec: 607,748 | mfu: 14.7% | epoch: 1 | remaining: 189s    
step 00350 (37.1%) | loss: 3.144339 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,214 | mfu: 39.5% | epoch: 1 | remaining: 188s    
step 00351 (37.2%) | loss: 3.143355 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,435 | mfu: 39.8% | epoch: 1 | remaining: 188s    
step 00352 (37.3%) | loss: 3.141203 | lrm: 1.00 | dt: 342ms | tok/sec: 1,532,128 | mfu: 37.0% | epoch: 1 | remaining: 188s    
step 00353 (37.4%) | loss: 3.140842 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,666 | mfu: 39.2% | epoch: 1 | remaining: 187s    
step 00354 (37.5%) | loss: 3.136147 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,491 | mfu: 39.8% | epoch: 1 | remaining: 187s    
step 00355 (37.7%) | loss: 3.131408 | lrm: 1.00 | dt: 339ms | tok/sec: 1,545,517 | mfu: 37.3% | epoch: 1 | remaining: 187s    
step 00356 (37.8%) | loss: 3.135297 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,026 | mfu: 39.1% | epoch: 1 | remaining: 186s    
step 00357 (37.9%) | loss: 3.138846 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,694 | mfu: 39.2% | epoch: 1 | remaining: 186s    
step 00358 (38.0%) | loss: 3.140814 | lrm: 1.00 | dt: 335ms | tok/sec: 1,566,300 | mfu: 37.8% | epoch: 1 | remaining: 186s    
step 00359 (38.1%) | loss: 3.141472 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,952 | mfu: 38.9% | epoch: 1 | remaining: 185s    
step 00360 (38.2%) | loss: 3.139458 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,039 | mfu: 39.4% | epoch: 1 | remaining: 185s    
step 00361 (38.3%) | loss: 3.138522 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,862 | mfu: 38.1% | epoch: 1 | remaining: 185s    
step 00362 (38.4%) | loss: 3.133293 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,872 | mfu: 39.2% | epoch: 1 | remaining: 184s    
step 00363 (38.5%) | loss: 3.134673 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,196 | mfu: 39.5% | epoch: 1 | remaining: 184s    
step 00364 (38.6%) | loss: 3.131441 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,654 | mfu: 38.5% | epoch: 1 | remaining: 184s    
step 00365 (38.7%) | loss: 3.130951 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,749 | mfu: 38.7% | epoch: 1 | remaining: 183s    
step 00366 (38.9%) | loss: 3.128000 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,270 | mfu: 38.9% | epoch: 1 | remaining: 183s    
step 00367 (39.0%) | loss: 3.130397 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,513 | mfu: 38.6% | epoch: 1 | remaining: 183s    
step 00368 (39.1%) | loss: 3.130319 | lrm: 1.00 | dt: 330ms | tok/sec: 1,586,650 | mfu: 38.3% | epoch: 1 | remaining: 182s    
step 00369 (39.2%) | loss: 3.130926 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,626 | mfu: 39.5% | epoch: 1 | remaining: 182s    
step 00370 (39.3%) | loss: 3.127275 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,988 | mfu: 38.7% | epoch: 1 | remaining: 182s    
step 00371 (39.4%) | loss: 3.125451 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,880 | mfu: 38.8% | epoch: 1 | remaining: 181s    
step 00372 (39.5%) | loss: 3.128092 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,069 | mfu: 39.0% | epoch: 1 | remaining: 181s    
step 00373 (39.6%) | loss: 3.127322 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,559 | mfu: 39.3% | epoch: 1 | remaining: 181s    
step 00374 (39.7%) | loss: 3.121272 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,060 | mfu: 38.5% | epoch: 1 | remaining: 181s    
step 00375 (39.8%) | loss: 3.120055 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,387 | mfu: 38.5% | epoch: 1 | remaining: 180s    
step 00376 (39.9%) | loss: 3.120181 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,470 | mfu: 38.7% | epoch: 1 | remaining: 180s    
step 00377 (40.0%) | loss: 3.117955 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,588 | mfu: 38.6% | epoch: 1 | remaining: 180s    
step 00378 (40.2%) | loss: 3.118132 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,851 | mfu: 39.0% | epoch: 1 | remaining: 179s    
step 00379 (40.3%) | loss: 3.115595 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,695 | mfu: 39.4% | epoch: 1 | remaining: 179s    
step 00380 (40.4%) | loss: 3.109061 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,287 | mfu: 39.0% | epoch: 1 | remaining: 179s    
step 00381 (40.5%) | loss: 3.110989 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,746 | mfu: 38.9% | epoch: 1 | remaining: 178s    
step 00382 (40.6%) | loss: 3.108082 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,411 | mfu: 38.7% | epoch: 1 | remaining: 178s    
step 00383 (40.7%) | loss: 3.106875 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,229 | mfu: 38.9% | epoch: 1 | remaining: 178s    
step 00384 (40.8%) | loss: 3.107782 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,432 | mfu: 38.7% | epoch: 1 | remaining: 177s    
step 00385 (40.9%) | loss: 3.110448 | lrm: 1.00 | dt: 597ms | tok/sec: 878,374 | mfu: 21.2% | epoch: 1 | remaining: 177s    
step 00386 (41.1%) | loss: 3.113282 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,928 | mfu: 40.1% | epoch: 1 | remaining: 176s    
step 00387 (41.2%) | loss: 3.112591 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,197 | mfu: 39.8% | epoch: 1 | remaining: 176s    
step 00388 (41.3%) | loss: 3.111068 | lrm: 1.00 | dt: 331ms | tok/sec: 1,582,863 | mfu: 38.2% | epoch: 1 | remaining: 176s    
step 00389 (41.4%) | loss: 3.111216 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,824 | mfu: 38.9% | epoch: 1 | remaining: 175s    
step 00390 (41.5%) | loss: 3.111042 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,206 | mfu: 39.5% | epoch: 1 | remaining: 175s    
step 00391 (41.7%) | loss: 3.108927 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,232 | mfu: 38.5% | epoch: 1 | remaining: 175s    
step 00392 (41.8%) | loss: 3.104291 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,598 | mfu: 38.7% | epoch: 1 | remaining: 174s    
step 00393 (41.9%) | loss: 3.104714 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,316 | mfu: 39.7% | epoch: 1 | remaining: 174s    
step 00394 (42.0%) | loss: 3.101518 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,051 | mfu: 38.6% | epoch: 1 | remaining: 174s    
step 00395 (42.1%) | loss: 3.097037 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,781 | mfu: 38.3% | epoch: 1 | remaining: 173s    
step 00396 (42.2%) | loss: 3.091446 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,199 | mfu: 39.4% | epoch: 1 | remaining: 173s    
step 00397 (42.3%) | loss: 3.094121 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,073 | mfu: 39.1% | epoch: 1 | remaining: 173s    
step 00398 (42.4%) | loss: 3.095616 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,277 | mfu: 38.1% | epoch: 1 | remaining: 172s    
step 00399 (42.5%) | loss: 3.087792 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,853 | mfu: 39.3% | epoch: 1 | remaining: 172s    
step 00400 (42.6%) | loss: 3.086245 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,361 | mfu: 39.1% | epoch: 1 | remaining: 172s    
step 00401 (42.7%) | loss: 3.080836 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,606 | mfu: 38.6% | epoch: 1 | remaining: 171s    
step 00402 (42.8%) | loss: 3.080656 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,946 | mfu: 39.3% | epoch: 1 | remaining: 171s    
step 00403 (43.0%) | loss: 3.079546 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,625 | mfu: 38.7% | epoch: 1 | remaining: 171s    
step 00404 (43.1%) | loss: 3.078508 | lrm: 1.00 | dt: 330ms | tok/sec: 1,591,106 | mfu: 38.4% | epoch: 1 | remaining: 170s    
step 00405 (43.2%) | loss: 3.078725 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,177 | mfu: 39.1% | epoch: 1 | remaining: 170s    
step 00406 (43.3%) | loss: 3.081837 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,288 | mfu: 38.9% | epoch: 1 | remaining: 170s    
step 00407 (43.4%) | loss: 3.083904 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,396 | mfu: 38.6% | epoch: 1 | remaining: 169s    
step 00408 (43.5%) | loss: 3.077099 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,689 | mfu: 38.8% | epoch: 1 | remaining: 169s    
step 00409 (43.6%) | loss: 3.079312 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,403 | mfu: 38.8% | epoch: 1 | remaining: 169s    
step 00410 (43.7%) | loss: 3.085309 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,261 | mfu: 38.3% | epoch: 1 | remaining: 169s    
step 00411 (43.8%) | loss: 3.090553 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,309 | mfu: 38.9% | epoch: 1 | remaining: 168s    
step 00412 (43.9%) | loss: 3.087809 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,750 | mfu: 39.2% | epoch: 1 | remaining: 168s    
step 00413 (44.0%) | loss: 3.090412 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,846 | mfu: 38.7% | epoch: 1 | remaining: 168s    
step 00414 (44.2%) | loss: 3.088415 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,935 | mfu: 38.9% | epoch: 1 | remaining: 167s    
step 00415 (44.3%) | loss: 3.085828 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,820 | mfu: 38.9% | epoch: 1 | remaining: 167s    
step 00416 (44.4%) | loss: 3.087383 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,074 | mfu: 39.2% | epoch: 1 | remaining: 167s    
step 00417 (44.5%) | loss: 3.089425 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,756 | mfu: 38.8% | epoch: 1 | remaining: 166s    
step 00418 (44.6%) | loss: 3.088925 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,688 | mfu: 38.6% | epoch: 1 | remaining: 166s    
step 00419 (44.7%) | loss: 3.082306 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,105 | mfu: 39.0% | epoch: 1 | remaining: 166s    
step 00420 (44.8%) | loss: 3.080770 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,672 | mfu: 38.7% | epoch: 1 | remaining: 165s    
step 00421 (44.9%) | loss: 3.076858 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,694 | mfu: 38.7% | epoch: 1 | remaining: 165s    
step 00422 (45.0%) | loss: 3.076010 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,386 | mfu: 39.2% | epoch: 1 | remaining: 165s    
step 00423 (45.1%) | loss: 3.082385 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,957 | mfu: 39.2% | epoch: 1 | remaining: 164s    
step 00424 (45.2%) | loss: 3.083853 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,245 | mfu: 38.6% | epoch: 1 | remaining: 164s    
step 00425 (45.3%) | loss: 3.084548 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,232 | mfu: 39.1% | epoch: 1 | remaining: 164s    
step 00426 (45.5%) | loss: 3.079619 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,084 | mfu: 38.8% | epoch: 1 | remaining: 163s    
step 00427 (45.6%) | loss: 3.079914 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,402 | mfu: 38.5% | epoch: 1 | remaining: 163s    
step 00428 (45.7%) | loss: 3.077253 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,443 | mfu: 38.9% | epoch: 1 | remaining: 163s    
step 00429 (45.8%) | loss: 3.072059 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,767 | mfu: 39.2% | epoch: 1 | remaining: 162s    
step 00430 (45.9%) | loss: 3.074413 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,037 | mfu: 38.6% | epoch: 1 | remaining: 162s    
step 00431 (46.0%) | loss: 3.074526 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,809 | mfu: 39.1% | epoch: 1 | remaining: 162s    
step 00432 (46.1%) | loss: 3.073282 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,050 | mfu: 39.0% | epoch: 1 | remaining: 161s    
step 00433 (46.2%) | loss: 3.070018 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,545 | mfu: 38.4% | epoch: 1 | remaining: 161s    
step 00434 (46.3%) | loss: 3.074217 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,734 | mfu: 38.8% | epoch: 1 | remaining: 161s    
step 00435 (46.4%) | loss: 3.069580 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,007 | mfu: 38.9% | epoch: 1 | remaining: 160s    
step 00436 (46.5%) | loss: 3.071706 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,096 | mfu: 38.6% | epoch: 1 | remaining: 160s    
step 00437 (46.7%) | loss: 3.075513 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,205 | mfu: 38.5% | epoch: 1 | remaining: 160s    
step 00438 (46.8%) | loss: 3.076592 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,272 | mfu: 39.2% | epoch: 1 | remaining: 159s    
step 00439 (46.9%) | loss: 3.077591 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,875 | mfu: 38.8% | epoch: 1 | remaining: 159s    
step 00440 (47.0%) | loss: 3.075916 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,870 | mfu: 38.5% | epoch: 1 | remaining: 159s    
step 00441 (47.1%) | loss: 3.084600 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,472 | mfu: 39.2% | epoch: 1 | remaining: 158s    
step 00442 (47.2%) | loss: 3.086568 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,315 | mfu: 39.0% | epoch: 1 | remaining: 158s    
step 00443 (47.3%) | loss: 3.080854 | lrm: 1.00 | dt: 330ms | tok/sec: 1,591,067 | mfu: 38.4% | epoch: 1 | remaining: 158s    
step 00444 (47.4%) | loss: 3.084566 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,038 | mfu: 39.0% | epoch: 1 | remaining: 157s    
step 00445 (47.5%) | loss: 3.084819 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,648 | mfu: 39.3% | epoch: 1 | remaining: 157s    
step 00446 (47.6%) | loss: 3.082731 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,041 | mfu: 38.9% | epoch: 1 | remaining: 157s    
step 00447 (47.7%) | loss: 3.076057 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,101 | mfu: 38.8% | epoch: 1 | remaining: 156s    
step 00448 (47.8%) | loss: 3.074928 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,398 | mfu: 39.1% | epoch: 1 | remaining: 156s    
step 00449 (48.0%) | loss: 3.074286 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,364 | mfu: 38.9% | epoch: 1 | remaining: 156s    
step 00450 (48.1%) | loss: 3.072920 | lrm: 1.00 | dt: 330ms | tok/sec: 1,586,465 | mfu: 38.3% | epoch: 1 | remaining: 155s    
step 00451 (48.2%) | loss: 3.070915 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,158 | mfu: 39.3% | epoch: 1 | remaining: 155s    
step 00452 (48.3%) | loss: 3.066081 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,788 | mfu: 38.7% | epoch: 1 | remaining: 155s    
step 00453 (48.4%) | loss: 3.068497 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,819 | mfu: 38.4% | epoch: 1 | remaining: 154s    
step 00454 (48.5%) | loss: 3.064105 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,742 | mfu: 38.8% | epoch: 1 | remaining: 154s    
step 00455 (48.6%) | loss: 3.065870 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,450 | mfu: 39.0% | epoch: 1 | remaining: 154s    
step 00456 (48.7%) | loss: 3.066784 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,421 | mfu: 38.6% | epoch: 1 | remaining: 154s    
step 00457 (48.8%) | loss: 3.066437 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,520 | mfu: 39.0% | epoch: 1 | remaining: 153s    
step 00458 (48.9%) | loss: 3.065258 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,602 | mfu: 39.4% | epoch: 1 | remaining: 153s    
