"module": executable file not found in $PATH
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 62959ms | tok/sec: 8,327 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 313ms | tok/sec: 1,673,526 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442317 | lrm: 1.00 | dt: 688ms | tok/sec: 762,362 | mfu: 18.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971718 | lrm: 1.00 | dt: 315ms | tok/sec: 1,661,876 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578769 | lrm: 1.00 | dt: 314ms | tok/sec: 1,668,616 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248852 | lrm: 1.00 | dt: 342ms | tok/sec: 1,531,715 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998088 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,402 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787080 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,905 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.606990 | lrm: 1.00 | dt: 339ms | tok/sec: 1,545,413 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455149 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,062 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325379 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,652 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217077 | lrm: 1.00 | dt: 335ms | tok/sec: 1,564,765 | mfu: 37.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120708 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,816 | mfu: 38.8% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034852 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,304 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962735 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,629 | mfu: 38.5% | epoch: 1 | remaining: 299s    
step 00305 (31.9%) | loss: 3.186432 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,277 | mfu: 38.8% | epoch: 1 | remaining: 204s    
step 00306 (32.0%) | loss: 3.182879 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,799 | mfu: 38.8% | epoch: 1 | remaining: 204s    
step 00307 (32.1%) | loss: 3.178075 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,458 | mfu: 39.2% | epoch: 1 | remaining: 203s    
step 00308 (32.3%) | loss: 3.175948 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,601 | mfu: 39.3% | epoch: 1 | remaining: 203s    
step 00309 (32.4%) | loss: 3.172870 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,034 | mfu: 39.1% | epoch: 1 | remaining: 203s    
step 00310 (32.5%) | loss: 3.174343 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,755 | mfu: 38.8% | epoch: 1 | remaining: 202s    
step 00311 (32.6%) | loss: 3.174479 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,992 | mfu: 38.6% | epoch: 1 | remaining: 202s    
step 00312 (32.7%) | loss: 3.173007 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,605 | mfu: 39.1% | epoch: 1 | remaining: 202s    
step 00313 (32.8%) | loss: 3.171038 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,127 | mfu: 39.2% | epoch: 1 | remaining: 201s    
step 00314 (32.9%) | loss: 3.166701 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,018 | mfu: 38.9% | epoch: 1 | remaining: 201s    
step 00315 (33.0%) | loss: 3.165594 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,641 | mfu: 39.1% | epoch: 1 | remaining: 201s    
step 00316 (33.1%) | loss: 3.167194 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,027 | mfu: 39.1% | epoch: 1 | remaining: 200s    
step 00317 (33.2%) | loss: 3.162117 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,461 | mfu: 39.6% | epoch: 1 | remaining: 200s    
step 00318 (33.3%) | loss: 3.160368 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,860 | mfu: 39.5% | epoch: 1 | remaining: 200s    
step 00319 (33.4%) | loss: 3.161400 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,355 | mfu: 39.3% | epoch: 1 | remaining: 199s    
step 00320 (33.6%) | loss: 3.160554 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,534 | mfu: 39.2% | epoch: 1 | remaining: 199s    
step 00321 (33.7%) | loss: 3.165022 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,055 | mfu: 38.7% | epoch: 1 | remaining: 199s    
step 00322 (33.8%) | loss: 3.162174 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,842 | mfu: 38.8% | epoch: 1 | remaining: 198s    
step 00323 (33.9%) | loss: 3.158781 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,232 | mfu: 39.1% | epoch: 1 | remaining: 198s    
step 00324 (34.0%) | loss: 3.158480 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,605 | mfu: 38.9% | epoch: 1 | remaining: 198s    
step 00325 (34.1%) | loss: 3.156016 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,085 | mfu: 38.9% | epoch: 1 | remaining: 197s    
step 00326 (34.2%) | loss: 3.159261 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,996 | mfu: 39.3% | epoch: 1 | remaining: 197s    
step 00327 (34.3%) | loss: 3.162904 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,336 | mfu: 39.3% | epoch: 1 | remaining: 197s    
step 00328 (34.4%) | loss: 3.157389 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,250 | mfu: 39.0% | epoch: 1 | remaining: 196s    
step 00329 (34.5%) | loss: 3.158904 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,538 | mfu: 38.6% | epoch: 1 | remaining: 196s    
step 00330 (34.6%) | loss: 3.156151 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,348 | mfu: 39.4% | epoch: 1 | remaining: 196s    
step 00331 (34.7%) | loss: 3.158346 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,635 | mfu: 39.1% | epoch: 1 | remaining: 195s    
step 00332 (34.9%) | loss: 3.157215 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,521 | mfu: 39.1% | epoch: 1 | remaining: 195s    
step 00333 (35.0%) | loss: 3.155433 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,330 | mfu: 38.8% | epoch: 1 | remaining: 195s    
step 00334 (35.1%) | loss: 3.154084 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,055 | mfu: 38.9% | epoch: 1 | remaining: 194s    
step 00335 (35.2%) | loss: 3.151792 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,953 | mfu: 39.2% | epoch: 1 | remaining: 194s    
step 00336 (35.3%) | loss: 3.153774 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,308 | mfu: 39.2% | epoch: 1 | remaining: 194s    
step 00337 (35.4%) | loss: 3.157600 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,308 | mfu: 39.3% | epoch: 1 | remaining: 194s    
step 00338 (35.5%) | loss: 3.154902 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,603 | mfu: 39.2% | epoch: 1 | remaining: 193s    
step 00339 (35.6%) | loss: 3.154202 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,044 | mfu: 39.1% | epoch: 1 | remaining: 193s    
step 00340 (35.7%) | loss: 3.154930 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,984 | mfu: 38.9% | epoch: 1 | remaining: 193s    
step 00341 (35.8%) | loss: 3.157809 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,609 | mfu: 39.5% | epoch: 1 | remaining: 192s    
step 00342 (35.9%) | loss: 3.157630 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,639 | mfu: 39.3% | epoch: 1 | remaining: 192s    
step 00343 (36.0%) | loss: 3.153060 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,887 | mfu: 39.1% | epoch: 1 | remaining: 192s    
step 00344 (36.1%) | loss: 3.152243 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,806 | mfu: 38.9% | epoch: 1 | remaining: 191s    
step 00345 (36.3%) | loss: 3.157005 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,966 | mfu: 39.1% | epoch: 1 | remaining: 191s    
step 00346 (36.4%) | loss: 3.153033 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,179 | mfu: 39.2% | epoch: 1 | remaining: 191s    
step 00347 (36.5%) | loss: 3.148347 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,146 | mfu: 39.1% | epoch: 1 | remaining: 190s    
step 00348 (36.6%) | loss: 3.145692 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,202 | mfu: 39.5% | epoch: 1 | remaining: 190s    
step 00349 (36.7%) | loss: 3.144737 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,796 | mfu: 39.1% | epoch: 1 | remaining: 190s    
step 00350 (36.8%) | loss: 3.143191 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,218 | mfu: 38.8% | epoch: 1 | remaining: 189s    
step 00351 (36.9%) | loss: 3.142106 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,116 | mfu: 39.1% | epoch: 1 | remaining: 189s    
step 00352 (37.0%) | loss: 3.140030 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,232 | mfu: 39.0% | epoch: 1 | remaining: 189s    
step 00353 (37.1%) | loss: 3.139928 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,513 | mfu: 39.2% | epoch: 1 | remaining: 188s    
step 00354 (37.2%) | loss: 3.135201 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,691 | mfu: 38.9% | epoch: 1 | remaining: 188s    
step 00355 (37.3%) | loss: 3.129795 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,461 | mfu: 39.1% | epoch: 1 | remaining: 188s    
step 00356 (37.4%) | loss: 3.132986 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,227 | mfu: 39.2% | epoch: 1 | remaining: 187s    
step 00357 (37.5%) | loss: 3.136289 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,251 | mfu: 39.6% | epoch: 1 | remaining: 187s    
step 00358 (37.7%) | loss: 3.138459 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,474 | mfu: 39.6% | epoch: 1 | remaining: 187s    
step 00359 (37.8%) | loss: 3.139906 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,049 | mfu: 39.1% | epoch: 1 | remaining: 186s    
step 00360 (37.9%) | loss: 3.138151 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,941 | mfu: 39.0% | epoch: 1 | remaining: 186s    
step 00361 (38.0%) | loss: 3.137885 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,552 | mfu: 39.0% | epoch: 1 | remaining: 186s    
step 00362 (38.1%) | loss: 3.133431 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,286 | mfu: 39.1% | epoch: 1 | remaining: 185s    
step 00363 (38.2%) | loss: 3.134848 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,426 | mfu: 39.4% | epoch: 1 | remaining: 185s    
step 00364 (38.3%) | loss: 3.131593 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,282 | mfu: 39.0% | epoch: 1 | remaining: 185s    
step 00365 (38.4%) | loss: 3.131155 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,296 | mfu: 38.9% | epoch: 1 | remaining: 184s    
step 00366 (38.5%) | loss: 3.128131 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,951 | mfu: 39.0% | epoch: 1 | remaining: 184s    
step 00367 (38.6%) | loss: 3.130110 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,210 | mfu: 39.4% | epoch: 1 | remaining: 184s    
step 00368 (38.7%) | loss: 3.130066 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,582 | mfu: 39.2% | epoch: 1 | remaining: 183s    
step 00369 (38.8%) | loss: 3.130213 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,962 | mfu: 39.7% | epoch: 1 | remaining: 183s    
step 00370 (38.9%) | loss: 3.126179 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,812 | mfu: 39.7% | epoch: 1 | remaining: 183s    
step 00371 (39.1%) | loss: 3.124372 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,864 | mfu: 39.1% | epoch: 1 | remaining: 183s    
step 00372 (39.2%) | loss: 3.127842 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,512 | mfu: 39.4% | epoch: 1 | remaining: 182s    
step 00373 (39.3%) | loss: 3.127620 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,492 | mfu: 39.3% | epoch: 1 | remaining: 182s    
step 00374 (39.4%) | loss: 3.121496 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,269 | mfu: 39.2% | epoch: 1 | remaining: 182s    
step 00375 (39.5%) | loss: 3.119713 | lrm: 1.00 | dt: 326ms | tok/sec: 1,605,820 | mfu: 38.8% | epoch: 1 | remaining: 181s    
step 00376 (39.6%) | loss: 3.119503 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,370 | mfu: 39.1% | epoch: 1 | remaining: 181s    
step 00377 (39.7%) | loss: 3.117673 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,221 | mfu: 39.0% | epoch: 1 | remaining: 181s    
step 00378 (39.8%) | loss: 3.118352 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,946 | mfu: 39.3% | epoch: 1 | remaining: 180s    
step 00379 (39.9%) | loss: 3.115966 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,095 | mfu: 38.9% | epoch: 1 | remaining: 180s    
step 00380 (40.0%) | loss: 3.109302 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,321 | mfu: 38.8% | epoch: 1 | remaining: 180s    
step 00381 (40.1%) | loss: 3.111154 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,286 | mfu: 38.9% | epoch: 1 | remaining: 179s    
step 00382 (40.2%) | loss: 3.108064 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,075 | mfu: 38.9% | epoch: 1 | remaining: 179s    
step 00383 (40.4%) | loss: 3.106850 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,646 | mfu: 38.6% | epoch: 1 | remaining: 179s    
step 00384 (40.5%) | loss: 3.107846 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,617 | mfu: 39.2% | epoch: 1 | remaining: 178s    
step 00385 (40.6%) | loss: 3.110355 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,347 | mfu: 39.3% | epoch: 1 | remaining: 178s    
step 00386 (40.7%) | loss: 3.112694 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,780 | mfu: 38.8% | epoch: 1 | remaining: 178s    
step 00387 (40.8%) | loss: 3.111429 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,881 | mfu: 39.0% | epoch: 1 | remaining: 177s    
step 00388 (40.9%) | loss: 3.109373 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,098 | mfu: 39.3% | epoch: 1 | remaining: 177s    
step 00389 (41.0%) | loss: 3.110006 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,943 | mfu: 39.2% | epoch: 1 | remaining: 177s    
step 00390 (41.1%) | loss: 3.110451 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,275 | mfu: 39.0% | epoch: 1 | remaining: 176s    
step 00391 (41.2%) | loss: 3.108620 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,596 | mfu: 39.2% | epoch: 1 | remaining: 176s    
step 00392 (41.3%) | loss: 3.104099 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,302 | mfu: 39.2% | epoch: 1 | remaining: 176s    
step 00393 (41.4%) | loss: 3.104140 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,089 | mfu: 38.6% | epoch: 1 | remaining: 175s    
step 00394 (41.5%) | loss: 3.099984 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,361 | mfu: 39.5% | epoch: 1 | remaining: 175s    
step 00395 (41.6%) | loss: 3.094243 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,631 | mfu: 39.3% | epoch: 1 | remaining: 175s    
step 00396 (41.8%) | loss: 3.088209 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,646 | mfu: 39.1% | epoch: 1 | remaining: 174s    
step 00397 (41.9%) | loss: 3.091328 | lrm: 1.00 | dt: 326ms | tok/sec: 1,605,907 | mfu: 38.8% | epoch: 1 | remaining: 174s    
step 00398 (42.0%) | loss: 3.093551 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,465 | mfu: 39.2% | epoch: 1 | remaining: 174s    
step 00399 (42.1%) | loss: 3.086010 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,353 | mfu: 39.3% | epoch: 1 | remaining: 173s    
step 00400 (42.2%) | loss: 3.084736 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,583 | mfu: 39.1% | epoch: 1 | remaining: 173s    
step 00401 (42.3%) | loss: 3.079444 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,343 | mfu: 39.0% | epoch: 1 | remaining: 173s    
step 00402 (42.4%) | loss: 3.079503 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,447 | mfu: 38.7% | epoch: 1 | remaining: 172s    
step 00403 (42.5%) | loss: 3.078203 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,921 | mfu: 39.2% | epoch: 1 | remaining: 172s    
step 00404 (42.6%) | loss: 3.077475 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,792 | mfu: 39.1% | epoch: 1 | remaining: 172s    
step 00405 (42.7%) | loss: 3.078704 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,980 | mfu: 38.6% | epoch: 1 | remaining: 171s    
step 00406 (42.8%) | loss: 3.082578 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,761 | mfu: 39.4% | epoch: 1 | remaining: 171s    
step 00407 (42.9%) | loss: 3.084916 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,212 | mfu: 39.1% | epoch: 1 | remaining: 171s    
step 00408 (43.1%) | loss: 3.078122 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,112 | mfu: 39.3% | epoch: 1 | remaining: 171s    
step 00409 (43.2%) | loss: 3.080005 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,337 | mfu: 39.4% | epoch: 1 | remaining: 170s    
step 00410 (43.3%) | loss: 3.085744 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,214 | mfu: 39.0% | epoch: 1 | remaining: 170s    
step 00411 (43.4%) | loss: 3.091263 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,260 | mfu: 39.1% | epoch: 1 | remaining: 170s    
step 00412 (43.5%) | loss: 3.088631 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,142 | mfu: 38.9% | epoch: 1 | remaining: 169s    
step 00413 (43.6%) | loss: 3.091391 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,614 | mfu: 39.2% | epoch: 1 | remaining: 169s    
step 00414 (43.7%) | loss: 3.089502 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,812 | mfu: 39.1% | epoch: 1 | remaining: 169s    
step 00415 (43.8%) | loss: 3.087145 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,052 | mfu: 39.3% | epoch: 1 | remaining: 168s    
step 00416 (43.9%) | loss: 3.088719 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,970 | mfu: 38.6% | epoch: 1 | remaining: 168s    
step 00417 (44.0%) | loss: 3.090868 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,727 | mfu: 39.2% | epoch: 1 | remaining: 168s    
step 00418 (44.1%) | loss: 3.090540 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,349 | mfu: 39.0% | epoch: 1 | remaining: 167s    
step 00419 (44.2%) | loss: 3.083545 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,650 | mfu: 39.4% | epoch: 1 | remaining: 167s    
step 00420 (44.3%) | loss: 3.081298 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,393 | mfu: 39.1% | epoch: 1 | remaining: 167s    
step 00421 (44.5%) | loss: 3.076868 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,241 | mfu: 38.8% | epoch: 1 | remaining: 166s    
step 00422 (44.6%) | loss: 3.076213 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,071 | mfu: 39.2% | epoch: 1 | remaining: 166s    
step 00423 (44.7%) | loss: 3.082402 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,226 | mfu: 39.2% | epoch: 1 | remaining: 166s    
step 00424 (44.8%) | loss: 3.083704 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,980 | mfu: 39.0% | epoch: 1 | remaining: 165s    
step 00425 (44.9%) | loss: 3.084347 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,271 | mfu: 38.7% | epoch: 1 | remaining: 165s    
step 00426 (45.0%) | loss: 3.079263 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,248 | mfu: 39.3% | epoch: 1 | remaining: 165s    
step 00427 (45.1%) | loss: 3.079286 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,772 | mfu: 39.0% | epoch: 1 | remaining: 164s    
step 00428 (45.2%) | loss: 3.076504 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,313 | mfu: 39.4% | epoch: 1 | remaining: 164s    
step 00429 (45.3%) | loss: 3.070746 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,241 | mfu: 38.9% | epoch: 1 | remaining: 164s    
step 00430 (45.4%) | loss: 3.072925 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,645 | mfu: 38.8% | epoch: 1 | remaining: 163s    
step 00431 (45.5%) | loss: 3.072941 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,020 | mfu: 39.6% | epoch: 1 | remaining: 163s    
step 00432 (45.6%) | loss: 3.071754 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,806 | mfu: 39.0% | epoch: 1 | remaining: 163s    
step 00433 (45.8%) | loss: 3.068509 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,536 | mfu: 39.2% | epoch: 1 | remaining: 162s    
step 00434 (45.9%) | loss: 3.072591 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,725 | mfu: 39.0% | epoch: 1 | remaining: 162s    
step 00435 (46.0%) | loss: 3.068162 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,890 | mfu: 38.8% | epoch: 1 | remaining: 162s    
step 00436 (46.1%) | loss: 3.070489 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,270 | mfu: 39.1% | epoch: 1 | remaining: 161s    
step 00437 (46.2%) | loss: 3.074597 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,496 | mfu: 39.3% | epoch: 1 | remaining: 161s    
step 00438 (46.3%) | loss: 3.075804 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,188 | mfu: 39.3% | epoch: 1 | remaining: 161s    
step 00439 (46.4%) | loss: 3.076853 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,994 | mfu: 38.9% | epoch: 1 | remaining: 160s    
step 00440 (46.5%) | loss: 3.075017 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,733 | mfu: 38.9% | epoch: 1 | remaining: 160s    
step 00441 (46.6%) | loss: 3.083448 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,564 | mfu: 39.4% | epoch: 1 | remaining: 160s    
step 00442 (46.7%) | loss: 3.085279 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,260 | mfu: 39.1% | epoch: 1 | remaining: 159s    
step 00443 (46.8%) | loss: 3.079324 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,257 | mfu: 39.4% | epoch: 1 | remaining: 159s    
step 00444 (46.9%) | loss: 3.082606 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,884 | mfu: 39.5% | epoch: 1 | remaining: 159s    
step 00445 (47.0%) | loss: 3.082997 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,051 | mfu: 39.5% | epoch: 1 | remaining: 159s    
step 00446 (47.2%) | loss: 3.081347 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,095 | mfu: 38.7% | epoch: 1 | remaining: 158s    
step 00447 (47.3%) | loss: 3.075151 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,059 | mfu: 39.1% | epoch: 1 | remaining: 158s    
step 00448 (47.4%) | loss: 3.074758 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,101 | mfu: 39.2% | epoch: 1 | remaining: 158s    
step 00449 (47.5%) | loss: 3.074300 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,003 | mfu: 39.2% | epoch: 1 | remaining: 157s    
step 00450 (47.6%) | loss: 3.072527 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,561 | mfu: 39.0% | epoch: 1 | remaining: 157s    
step 00451 (47.7%) | loss: 3.070670 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,498 | mfu: 39.2% | epoch: 1 | remaining: 157s    
step 00452 (47.8%) | loss: 3.066302 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,452 | mfu: 39.0% | epoch: 1 | remaining: 156s    
step 00453 (47.9%) | loss: 3.068782 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,544 | mfu: 39.3% | epoch: 1 | remaining: 156s    
step 00454 (48.0%) | loss: 3.064231 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,180 | mfu: 39.2% | epoch: 1 | remaining: 156s    
step 00455 (48.1%) | loss: 3.065813 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,013 | mfu: 39.2% | epoch: 1 | remaining: 155s    
step 00456 (48.2%) | loss: 3.066634 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,812 | mfu: 38.8% | epoch: 1 | remaining: 155s    
step 00457 (48.3%) | loss: 3.066524 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,111 | mfu: 39.0% | epoch: 1 | remaining: 155s    
step 00458 (48.5%) | loss: 3.065480 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,854 | mfu: 39.2% | epoch: 1 | remaining: 154s    
